STUDENT_ID	LAST_NAME	FIRST_NAME	GPA	ACT	GENDER	LEGACY	RESIDENCY	COLLEGE	ETHNICITY	MAJOR	COUNTY_NAME	STATE_ORIGIN	FI_1	FI_2	FI_3	FI_4	FG	HOUSING	FA
902438167	XXXXXXX	XXXXXXX	4.56	22	M	NULL	N	LA	W	POLI	"Hillsborough,FL"	FL	Y	N	N	N	N	Y	N
902437919	XXXXXXX	XXXXXXX	3.85	22	F	NULL	N	HS	W	NFNS	"Dauphin,PA"	PA	Y	N	N	N	Y	Y	Y
902437906	XXXXXXX	XXXXXXX	4.42	23	F	NULL	N	SM	B	UNSM	"Flagler,FL"	FL	Y	N	N	N	N	Y	Y
902437794	XXXXXXX	XXXXXXX	4.05	23	M	NULL	N	BU	W	PREB	"Liberty,TX"	TX	N	N	N	N	Y	NULL	Y
902437783	XXXXXXX	XXXXXXX	3.58	20	F	P	R	SM	W	UNSM	"Lamar,AL"	AL	N	N	Y	N	N	N	N
902437782	XXXXXXX	XXXXXXX	4	24	F	O	N	SM	W	UNSM	"Bibb,GA"	GA	Y	N	N	N	N	Y	Y
902437770	XXXXXXX	XXXXXXX	3.51	19	F	O	R	NU	W	PNUR	"Baldwin,AL"	AL	Y	N	N	N	N	N	Y
902437765	XXXXXXX	XXXXXXX	3.51	20	F	NULL	R	SM	W	UNSM	"Covington,AL"	AL	N	N	Y	N	Y	N	Y
902437688	XXXXXXX	XXXXXXX	4.56	23	F	NULL	N	BU	W	PREB	"FortBend,TX"	TX	Y	N	N	N	N	Y	N
902437680	XXXXXXX	XXXXXXX	4.03	24	F	NULL	R	NU	W	PNUR	"Mobile,AL"	AL	N	Y	N	N	Y	N	Y
902437677	XXXXXXX	XXXXXXX	3.95	19	F	O	N	ED	W	CEGB	"PearlRiver,MS"	MS	Y	N	N	N	N	Y	Y
902437528	XXXXXXX	XXXXXXX	3.67	23	M	NULL	N	BU	W	PREB	"Cobb,GA"	GA	Y	N	N	N	N	Y	Y
902437507	XXXXXXX	XXXXXXX	3.61	22	M	NULL	N	AG	W	AGEC	"Johnson,TX"	TX	Y	N	N	N	N	Y	Y
902437498	XXXXXXX	XXXXXXX	3.94	23	M	NULL	N	BU	W	PREB	"Gadsden,FL"	FL	N	N	N	N	N	Y	N
902437406	XXXXXXX	XXXXXXX	3.62	21	M	NULL	N	ED	B	CMCB		GA	N	N	Y	N	N	Y	Y
902437071	XXXXXXX	XXXXXXX	3.66	23	F	NULL	N	BU	W	PREB	"Gwinnett,GA"	GA	Y	N	N	N	Y	Y	N
902437068	XXXXXXX	XXXXXXX	3.89	18	M	O	R	EN	W	PCPS	"Cleburne,AL"	AL	Y	N	N	N	N	Y	N
902437062	XXXXXXX	XXXXXXX	3.65	24	M	NULL	N	AR	W	PARC	"Loudoun,VA"	VA	N	N	N	N	N	Y	N
902437045	XXXXXXX	XXXXXXX	3.79	24	M	NULL	N	SM	W	PHYS	"Okaloosa,FL"	FL	N	N	N	N	N	Y	Y
902437042	XXXXXXX	XXXXXXX	3.5	22	F	NULL	N	HS	W	NFDI	"Oconee,GA"	GA	Y	N	N	N	N	Y	Y
902437040	XXXXXXX	XXXXXXX	3.78	23	F	NULL	N	LA	W	ATLA	"Fayette,GA"	GA	Y	N	N	N	N	Y	Y
902437022	XXXXXXX	XXXXXXX	4.02	18	F	NULL	R	LA	B	POLI	"Jefferson,AL"	AL	N	N	Y	N	N	Y	Y
902437011	XXXXXXX	XXXXXXX	4.8	23	F	NULL	N	LA	W	ENGL	"Sarpy,NE"	NE	Y	N	N	N	N	N	Y
902437007	XXXXXXX	XXXXXXX	3.77	24	M	NULL	N	BU	W	PREB	"Polk,FL"	FL	Y	N	N	N	N	Y	Y
902436999	XXXXXXX	XXXXXXX	3.57	17	M	O	R	FW	W	PFOR	"Elmore,AL"	AL	N	N	Y	N	Y	Y	Y
902436998	XXXXXXX	XXXXXXX	3.73	21	F	NULL	N	SM	B	UNSM	"Clayton,GA"	GA	N	N	Y	N	Y	Y	Y
902436856	XXXXXXX	XXXXXXX	3.78	22	F	NULL	N	BU	W	PREB	"Fairfax,VA"	VA	N	Y	N	N	N	Y	Y
902436783	XXXXXXX	XXXXXXX	3.76	24	F	NULL	R	HS	I	UNHS	"Lawrence,AL"	AL	Y	N	N	N	Y	Y	NULL
902436728	XXXXXXX	XXXXXXX	4.1	23	F	NULL	N	LA	W	PPSY	"Orange,FL"	FL	N	N	N	Y	Y	Y	Y
902436710	XXXXXXX	XXXXXXX	3.92	23	F	NULL	N	BU	W	PREB	"Dallas,TX"	TX	Y	N	N	N	N	Y	Y
902436707	XXXXXXX	XXXXXXX	3.61	22	F	NULL	N	BU	W	PREB	"Shelby,TN"	TN	Y	N	N	N	N	Y	Y
902436693	XXXXXXX	XXXXXXX	3.64	23	F	NULL	N	HS	H	HRMT	"Williamson,TN"	TN	Y	N	N	N	N	Y	Y
902436362	XXXXXXX	XXXXXXX	3.69	21	F	NULL	N	EN	B	UNEN		OH	N	N	N	N	N	Y	Y
902436358	XXXXXXX	XXXXXXX	3.56	21	M	NULL	N	AR	B	PARC		GA	N	N	N	Y	Y	Y	Y
902436356	XXXXXXX	XXXXXXX	4.03	21	F	NULL	N	SM	B	UNSM	"Cobb,GA"	GA	N	N	N	Y	N	Y	Y
902436314	XXXXXXX	XXXXXXX	3.89	23	M	NULL	N	HS	W	NFNS	"Whitfield,GA"	GA	Y	N	N	N	Y	Y	Y
902436306	XXXXXXX	XXXXXXX	3.87	23	F	NULL	N	NU	W	PNUR	"SanDiego,CA"	CA	Y	N	N	N	N	Y	Y
902436298	XXXXXXX	XXXXXXX	3.5	20	F	NULL	N	HS	W	INDX	"Mecklenburg,NC"	NC	Y	N	N	N	N	Y	Y
902436295	XXXXXXX	XXXXXXX	4.27	24	F	NULL	R	NU	W	PNUR	"Shelby,AL"	AL	N	N	N	N	N	Y	Y
902436280	XXXXXXX	XXXXXXX	4.81	21	F	NULL	N	LA	W	HADM	"Martin,FL"	FL	Y	N	N	N	N	Y	Y
902436277	XXXXXXX	XXXXXXX	3.85	20	F	NULL	N	SM	B	UNSM	"Cobb,GA"	GA	N	N	N	Y	N	Y	Y
902436273	XXXXXXX	XXXXXXX	4.28	22	F	NULL	R	NU	B	PNUR	"Jefferson,AL"	AL	N	N	N	Y	N	N	Y
902436267	XXXXXXX	XXXXXXX	3.78	24	M	NULL	N	BU	W	PREB	"Bonner,AQUID"	AQUID	N	N	Y	N	N	Y	Y
902436266	XXXXXXX	XXXXXXX	3.8	22	F	NULL	N	SM	B	UNSM	"Clayton,GA"	GA	N	Y	N	N	N	Y	Y
902436265	XXXXXXX	XXXXXXX	3.87	21	F	NULL	N	SM	W	UNSM	"Stephens,GA"	GA	Y	N	N	N	N	Y	Y
902436257	XXXXXXX	XXXXXXX	4.58	23	F	O	N	BU	W	PREB	"Fayette,KY"	KY	Y	N	N	N	N	Y	Y
902436253	XXXXXXX	XXXXXXX	3.56	23	M	NULL	N	LA	W	PPSY	"Cuyahoga,OH"	OH	N	N	N	N	N	Y	N
902436248	XXXXXXX	XXXXXXX	4	21	F	NULL	N	LA	W	JRNL	"Mecklenburg,NC"	NC	N	Y	N	N	N	Y	Y
902436238	XXXXXXX	XXXXXXX	3.89	24	F	NULL	N	BU	O	PREB	"ChesapeakeCity,VA"	VA	N	N	N	N	N	Y	Y
902436218	XXXXXXX	XXXXXXX	3.73	24	F	NULL	N	ED	W	CEGB	"Montgomery,MD"	MD	Y	N	N	N	N	Y	N
902436214	XXXXXXX	XXXXXXX	3.68	24	F	NULL	N	NU	W	PNUR	"Charleston,SC"	SC	Y	N	N	N	N	Y	N
902436200	XXXXXXX	XXXXXXX	3.57	20	M	NULL	N	LA	W	UNLA		IL	Y	N	N	N	N	N	Y
902435850	XXXXXXX	XXXXXXX	3.63	24	M	O	N	LA	W	UNLA	"Brooks,GA"	GA	Y	N	N	N	N	Y	Y
902435469	XXXXXXX	XXXXXXX	3.85	23	M	NULL	R	SM	B	MEDT	"Lee,AL"	AL	Y	N	N	N	N	Y	N
902435463	XXXXXXX	XXXXXXX	3.5	23	F	P	N	SM	B	UNSM	"Muscogee,GA"	GA	N	N	N	Y	N	Y	Y
902435457	XXXXXXX	XXXXXXX	3.75	24	F	NULL	R	LA	X	POLI	"Madison,AL"	AL	N	N	N	N	N	N	Y
902435445	XXXXXXX	XXXXXXX	3.95	24	F	NULL	N	LA	O	PUBR	"ElPaso,CO"	CO	Y	N	N	N	Y	N	N
902435443	XXXXXXX	XXXXXXX	4.04	23	M	P	N	EN	O	PCHE	"Cobb,GA"	GA	Y	N	N	N	N	Y	N
902435437	XXXXXXX	XXXXXXX	3.5	23	M	NULL	N	EN	W	PAE	"Coweta,GA"	GA	N	N	Y	N	N	Y	Y
902435420	XXXXXXX	XXXXXXX	3.54	22	F	NULL	N	BU	W	PREB	"Fayette,GA"	GA	Y	N	N	N	N	N	Y
902435418	XXXXXXX	XXXXXXX	3.65	23	M	NULL	R	LA	W	ANTH	"Winston,AL"	AL	N	N	N	N	Y	N	Y
902435415	XXXXXXX	XXXXXXX	3.96	23	F	NULL	N	SM	B	UNSM	"Spartanburg,SC"	SC	N	N	Y	N	N	Y	Y
902435404	XXXXXXX	XXXXXXX	3.55	18	F	NULL	R	SM	B	LABT	"Dallas,AL"	AL	N	Y	N	N	N	Y	Y
902435381	XXXXXXX	XXXXXXX	3.5	23	M	NULL	N	LA	W	COMM	"Polk,FL"	FL	Y	N	N	N	N	Y	Y
902435368	XXXXXXX	XXXXXXX	3.69	24	F	NULL	N	ED	W	CMIB	"Kings,NY"	NY	Y	N	N	N	N	Y	Y
902435362	XXXXXXX	XXXXXXX	3.5	22	F	P	N	LA	W	PPSY	"Miami-Dade,FL"	FL	N	N	N	N	N	Y	N
902435320	XXXXXXX	XXXXXXX	3.5	23	M	NULL	R	EN	W	PCE	"Tallapoosa,AL"	AL	Y	N	N	N	N	N	Y
902435316	XXXXXXX	XXXXXXX	3.71	20	F	NULL	R	NU	B	PNUR	"Jefferson,AL"	AL	N	N	N	Y	N	N	Y
902435314	XXXXXXX	XXXXXXX	3.5	21	M	NULL	N	FW	W	WLDB	"Chesterfield,VA"	VA	Y	N	N	N	N	Y	N
902435312	XXXXXXX	XXXXXXX	3.59	21	F	NULL	N	EN	B	PMTL	"Gwinnett,GA"	GA	Y	N	N	N	N	Y	Y
902435298	XXXXXXX	XXXXXXX	3.58	22	F	NULL	N	LA	W	PPSY	"Tarrant,TX"	TX	Y	N	N	N	N	Y	Y
902435293	XXXXXXX	XXXXXXX	3.65	23	F	NULL	N	AG	W	ANPV	"Leon,FL"	FL	N	N	Y	N	N	Y	Y
902435291	XXXXXXX	XXXXXXX	3.71	20	F	NULL	N	HS	W	NFNS	"Putnam,WV"	WV	N	N	N	N	N	Y	Y
902435289	XXXXXXX	XXXXXXX	3.88	20	M	NULL	N	EN	W	PCHE	"Cobb,GA"	GA	N	N	N	N	N	Y	Y
902435287	XXXXXXX	XXXXXXX	3.66	24	M	NULL	N	ED	W	CMIB	"Cobb,GA"	GA	N	Y	N	N	N	Y	Y
902435282	XXXXXXX	XXXXXXX	3.83	24	F	NULL	R	LA	W	PPSY	"Baldwin,AL"	AL	N	N	N	Y	N	Y	Y
902435277	XXXXXXX	XXXXXXX	3.93	19	F	NULL	N	NU	W	PNUR	"Broward,FL"	FL	N	N	N	N	N	Y	Y
902435272	XXXXXXX	XXXXXXX	4.49	24	F	NULL	N	SM	W	UNSM	"Okaloosa,FL"	FL	Y	N	N	N	N	Y	Y
902434801	XXXXXXX	XXXXXXX	3.52	16	F	NULL	N	SM	B	UNSM		GA	N	N	N	Y	Y	Y	Y
902434761	XXXXXXX	XXXXXXX	3.58	24	M	NULL	N	EN	W	PCE	"Oconee,GA"	GA	N	Y	N	N	Y	Y	Y
902434239	XXXXXXX	XXXXXXX	3.64	21	F	O	N	ED	W	HESB	"Hamilton,TN"	TN	N	N	N	Y	Y	Y	N
902434227	XXXXXXX	XXXXXXX	4.36	23	F	NULL	N	AG	B	ANPV	"SaintCroix,VI"	VI	N	Y	N	N	N	Y	Y
902434212	XXXXXXX	XXXXXXX	3.82	18	M	NULL	N	LA	B	UNLA		FL	N	N	N	Y	Y	Y	Y
902434144	XXXXXXX	XXXXXXX	3.78	21	M	P	N	BU	B	PBBA		SC	N	N	Y	N	N	Y	Y
902434126	XXXXXXX	XXXXXXX	3.76	21	M	NULL	N	AR	W	PARC	"Lowndes,GA"	GA	N	N	Y	N	N	N	Y
902433729	XXXXXXX	XXXXXXX	3.58	23	M	NULL	N	LA	O	HIST	"Arapahoe,CO"	CO	N	N	N	N	N	Y	Y
902433295	XXXXXXX	XXXXXXX	3.79	17	F	NULL	R	HS	B	NFFO	"Jefferson,AL"	AL	N	N	Y	N	Y	Y	Y
902432793	XXXXXXX	XXXXXXX	4	23	F	NULL	R	EN	B	PCPS	"Jefferson,AL"	AL	N	Y	N	N	N	Y	Y
902432432	XXXXXXX	XXXXXXX	3.68	21	F	NULL	N	BU	W	PREB	"AnneArundel,MD"	MD	N	Y	N	N	N	Y	Y
902432417	XXXXXXX	XXXXXXX	4.75	17	F	NULL	N	LA	W	ANTH		PA	N	Y	N	N	N	NULL	NULL
902432262	XXXXXXX	XXXXXXX	3.72	24	F	NULL	N	LA	B	UNLA	"Dekalb,GA"	GA	Y	N	N	N	N	Y	Y
902432261	XXXXXXX	XXXXXXX	4.29	24	F	NULL	N	EN	W	PAE	"Randolph,NC"	NC	Y	N	N	N	N	Y	Y
902432091	XXXXXXX	XXXXXXX	3.64	23	M	NULL	N	EN	W	PN	"Gwinnett,GA"	GA	Y	N	N	N	N	Y	Y
902432066	XXXXXXX	XXXXXXX	3.75	18	M	NULL	N	SM	B	UNSM	"Henry,GA"	GA	Y	N	N	N	N	Y	Y
902432049	XXXXXXX	XXXXXXX	3.85	24	F	NULL	N	LA	W	COMM	"Davidson,TN"	TN	N	N	N	N	N	Y	Y
902432032	XXXXXXX	XXXXXXX	3.58	24	F	P	R	SM	W	MEDT	"Marshall,AL"	AL	N	N	N	Y	N	N	Y
902432031	XXXXXXX	XXXXXXX	3.61	22	M	NULL	N	BU	W	PREB	"Fayette,GA"	GA	Y	N	N	N	N	N	N
902432027	XXXXXXX	XXXXXXX	3.72	24	F	NULL	N	HS	W	APME	"Gwinnett,GA"	GA	N	Y	N	N	N	Y	Y
902431974	XXXXXXX	XXXXXXX	4.29	19	M	NULL	N	SM	B	UNSM	"Troup,GA"	GA	Y	N	N	N	N	Y	Y
902431950	XXXXXXX	XXXXXXX	4.36	22	F	O	N	LA	H	JRNL	"Hillsborough,FL"	FL	N	Y	N	N	N	Y	Y
902431948	XXXXXXX	XXXXXXX	3.99	23	F	NULL	N	LA	W	ENGL	"Sussex,NJ"	NJ	Y	N	N	N	N	Y	Y
902431930	XXXXXXX	XXXXXXX	3.5	18	F	NULL	N	ED	B	GCEC		GA	N	N	N	Y	N	Y	Y
902431894	XXXXXXX	XXXXXXX	3.55	20	M	O	R	BU	W	PREB	"Houston,AL"	AL	N	N	Y	N	N	N	Y
902431873	XXXXXXX	XXXXXXX	3.5	21	M	NULL	N	SM	W	UNSM	"Howard,MD"	MD	N	Y	N	N	N	Y	Y
902431787	XXXXXXX	XXXXXXX	3.91	22	F	NULL	N	LA	W	PATG	"Cheatham,TN"	TN	N	N	Y	N	N	Y	Y
902431779	XXXXXXX	XXXXXXX	3.97	20	F	NULL	N	ED	W	GCEE	"Muscogee,GA"	GA	N	N	N	Y	N	Y	Y
902431764	XXXXXXX	XXXXXXX	3.67	23	F	NULL	N	BU	W	PREB	"Chesterfield,VA"	VA	Y	N	N	N	N	Y	Y
902431723	XXXXXXX	XXXXXXX	3.52	21	F	NULL	N	LA	W	PUBR	"Albemarle,VA"	VA	N	N	N	N	Y	Y	Y
902431715	XXXXXXX	XXXXXXX	3.65	21	M	NULL	N	BU	W	PREB	"LosAngeles,CA"	CA	Y	N	N	N	N	Y	Y
902431703	XXXXXXX	XXXXXXX	3.5	23	F	NULL	N	LA	W	JRNL	"Pasco,FL"	FL	Y	N	N	N	N	Y	N
902431679	XXXXXXX	XXXXXXX	3.55	18	F	NULL	R	ED	H	UNED	"Jefferson,AL"	AL	N	N	N	Y	Y	Y	Y
902431482	XXXXXXX	XXXXXXX	3.75	23	F	NULL	N	HS	W	HRMT	"VirginiaBeachCity,VA"	VA	N	N	N	N	N	Y	N
902431480	XXXXXXX	XXXXXXX	3.71	22	F	NULL	N	NU	W	PNUR	"Haralson,GA"	GA	N	N	N	N	N	Y	Y
902431472	XXXXXXX	XXXXXXX	3.54	19	F	NULL	R	LA	B	ENGL	"Jefferson,AL"	AL	N	N	Y	N	N	Y	Y
902431462	XXXXXXX	XXXXXXX	3.84	22	F	O	N	NU	W	PNUR	"Polk,FL"	FL	Y	N	N	N	N	Y	N
902431450	XXXXXXX	XXXXXXX	3.62	18	F	NULL	N	SM	W	UNSM	"Fulton,GA"	GA	N	N	Y	N	Y	Y	Y
902431445	XXXXXXX	XXXXXXX	4.17	23	F	NULL	N	AR	W	PARC	"Okaloosa,FL"	FL	N	N	Y	N	N	Y	Y
902431434	XXXXXXX	XXXXXXX	3.52	22	F	O	N	AR	W	PARC	"Cobb,GA"	GA	Y	N	N	N	N	Y	N
902431352	XXXXXXX	XXXXXXX	3.7	23	F	NULL	N	LA	W	PATG	"Mecklenburg,NC"	NC	N	N	N	N	N	Y	N
902431324	XXXXXXX	XXXXXXX	3.68	22	F	NULL	R	NU	W	PNUR		AL	N	Y	N	N	Y	N	N
902431227	XXXXXXX	XXXXXXX	3.58	23	F	NULL	N	HS	W	INDX	"Oconee,GA"	GA	Y	N	N	N	N	Y	Y
902431207	XXXXXXX	XXXXXXX	3.65	24	F	O	N	AG	W	ANEQ	"Orange,NC"	NC	Y	N	N	N	N	Y	Y
902431163	XXXXXXX	XXXXXXX	3.57	16	F	NULL	R	LA	B	UNLA	"Dallas,AL"	AL	N	N	N	Y	N	Y	Y
902431005	XXXXXXX	XXXXXXX	3.53	16	F	NULL	R	EN	B	PCE	"Dallas,AL"	AL	Y	N	N	N	N	Y	Y
902430983	XXXXXXX	XXXXXXX	4.3	23	F	NULL	N	LA	W	UNLA	"Orange,FL"	FL	N	Y	N	N	N	Y	Y
902430981	XXXXXXX	XXXXXXX	3.7	24	F	NULL	N	ED	W	GCEE	"Montgomery,MD"	MD	N	N	N	N	N	Y	N
902430978	XXXXXXX	XXXXXXX	4.32	24	F	NULL	N	SM	W	UNSM	"PalmBeach,FL"	FL	Y	N	N	N	N	Y	N
902430911	XXXXXXX	XXXXXXX	3.65	24	M	NULL	N	LA	W	UNLA	"Fulton,GA"	GA	Y	N	N	N	N	N	Y
902430868	XXXXXXX	XXXXXXX	4.1	23	M	NULL	R	EN	W	PCPS	"Chambers,AL"	AL	N	N	Y	N	N	N	Y
902430864	XXXXXXX	XXXXXXX	3.72	24	F	NULL	R	LA	W	PPSY	"Elmore,AL"	AL	N	Y	N	N	Y	N	N
902430862	XXXXXXX	XXXXXXX	3.6	24	F	P	R	HS	W	UNHS	"Lee,AL"	AL	N	Y	N	N	N	N	Y
902430861	XXXXXXX	XXXXXXX	3.63	22	F	NULL	N	SM	W	UNSM	"Madison,MS"	MS	N	Y	N	N	N	Y	Y
902430847	XXXXXXX	XXXXXXX	4.28	19	F	NULL	R	AG	W	ANEQ	"Colbert,AL"	AL	Y	N	N	N	N	Y	Y
902430846	XXXXXXX	XXXXXXX	3.72	21	F	NULL	R	ED	B	CMAB	"Montgomery,AL"	AL	N	N	N	N	N	Y	Y
902430832	XXXXXXX	XXXXXXX	3.75	26	F	NULL	N	BU	W	PREB	"Harris,TX"	TX	Y	N	N	N	N	Y	N
902430824	XXXXXXX	XXXXXXX	3.57	22	M	NULL	N	BU	W	PREB	"Fulton,GA"	GA	Y	N	N	N	N	Y	N
902430822	XXXXXXX	XXXXXXX	3.66	24	F	O	N	BU	W	PREB	"Tarrant,TX"	TX	Y	N	N	N	N	Y	N
902430819	XXXXXXX	XXXXXXX	3.52	23	M	NULL	N	ED	W	HESB	"Jefferson,KY"	KY	N	Y	N	N	N	Y	Y
902430317	XXXXXXX	XXXXXXX	3.76	19	F	NULL	N	NU	B	PNUR	"Oakland,MI"	MI	N	N	N	Y	N	Y	Y
902430288	XXXXXXX	XXXXXXX	3.62	24	M	NULL	R	EN	B	PCHE	"Calhoun,AL"	AL	N	N	N	N	N	N	Y
902430250	XXXXXXX	XXXXXXX	3.73	20	F	NULL	N	LA	H	RTVF	"Champaign,IL"	IL	Y	N	N	N	N	Y	N
902430245	XXXXXXX	XXXXXXX	3.52	20	M	NULL	N	ED	B	CSIB	"Greenville,SC"	SC	N	N	N	Y	Y	Y	Y
902430228	XXXXXXX	XXXXXXX	3.97	22	F	NULL	R	NU	W	PNUR	"Cleburne,AL"	AL	Y	N	N	N	N	Y	Y
902430222	XXXXXXX	XXXXXXX	3.5	21	M	P	R	FW	W	PFOR	"Montgomery,AL"	AL	N	N	N	N	N	N	N
902430211	XXXXXXX	XXXXXXX	3.81	16	F	NULL	N	LA	B	RTVF	"Fayette,GA"	GA	Y	N	N	N	N	Y	Y
902430195	XXXXXXX	XXXXXXX	3.53	22	M	NULL	N	BU	B	PREB	"Henry,GA"	GA	N	N	N	N	Y	Y	Y
902430177	XXXXXXX	XXXXXXX	3.62	22	M	NULL	N	EN	W	PCPS	"Hall,GA"	GA	Y	N	N	N	N	Y	N
902430142	XXXXXXX	XXXXXXX	4.4	22	F	O	R	LA	W	ENGL	"Jefferson,AL"	AL	Y	N	N	N	N	Y	Y
902430141	XXXXXXX	XXXXXXX	3.67	23	F	NULL	R	HS	W	APME	"Baldwin,AL"	AL	N	N	N	N	N	Y	Y
902430136	XXXXXXX	XXXXXXX	3.66	20	F	NULL	N	BU	W	PREB	"Pinellas,FL"	FL	Y	N	N	N	Y	Y	Y
902430134	XXXXXXX	XXXXXXX	3.65	24	F	NULL	N	LA	W	RTVF	"Fairfax,VA"	VA	Y	N	N	N	N	Y	N
902430126	XXXXXXX	XXXXXXX	3.59	24	M	O	N	EN	W	PCE	"Cherokee,GA"	GA	N	N	Y	N	N	Y	Y
902430115	XXXXXXX	XXXXXXX	4.97	24	F	NULL	N	ED	W	GCEE	"McLean,IL"	IL	Y	N	N	N	N	Y	Y
902430112	XXXXXXX	XXXXXXX	3.54	19	F	NULL	N	LA	W	PUBR	"Rabun,GA"	GA	Y	N	N	N	N	N	N
902430111	XXXXXXX	XXXXXXX	3.61	22	F	O	R	LA	W	FLSP	"SaintClair,AL"	AL	N	Y	N	N	N	N	N
902430099	XXXXXXX	XXXXXXX	3.59	23	M	NULL	N	SM	W	UNSM	"PalmBeach,FL"	FL	Y	N	N	N	N	Y	N
902430095	XXXXXXX	XXXXXXX	3.52	20	M	NULL	N	BU	B	PREB	"Dekalb,GA"	GA	N	N	Y	N	N	Y	Y
902430094	XXXXXXX	XXXXXXX	4.05	22	F	NULL	N	NU	H	PNUR	"Walton,FL"	FL	Y	N	N	N	Y	Y	Y
902430087	XXXXXXX	XXXXXXX	3.67	21	F	NULL	R	BU	W	PREB	"Mobile,AL"	AL	N	N	N	Y	N	Y	Y
902430086	XXXXXXX	XXXXXXX	3.58	18	F	NULL	R	EN	H	PCHE	"Jefferson,AL"	AL	N	N	Y	N	N	Y	Y
902430043	XXXXXXX	XXXXXXX	3.97	23	F	NULL	N	BU	W	PREB	"Fairfield,CT"	CT	Y	N	N	N	N	Y	N
902430010	XXXXXXX	XXXXXXX	3.92	22	F	NULL	R	NU	B	PNUR	"Lee,AL"	AL	N	N	N	N	N	N	Y
902429900	XXXXXXX	XXXXXXX	4	17	F	NULL	N	EN	W	PBSE	"Hillsborough,FL"	FL	N	Y	N	N	Y	Y	Y
902429895	XXXXXXX	XXXXXXX	3.63	18	M	NULL	N	LA	W	COMM	"Williamson,TX"	TX	N	N	Y	N	N	Y	Y
902429891	XXXXXXX	XXXXXXX	3.74	21	M	NULL	N	EN	W	PME	"Broward,FL"	FL	Y	N	N	N	N	Y	N
902429882	XXXXXXX	XXXXXXX	3.55	18	F	O	N	LA	W	JRNL	"SantaClara,CA"	CA	Y	N	N	N	N	Y	N
902429879	XXXXXXX	XXXXXXX	3.8	22	F	NULL	N	NU	W	PNUR	"Walton,GA"	GA	N	N	Y	N	N	Y	Y
902429875	XXXXXXX	XXXXXXX	3.85	24	M	NULL	N	AR	W	PARC	"Rankin,MS"	MS	N	N	N	N	N	Y	Y
902429865	XXXXXXX	XXXXXXX	3.63	21	F	NULL	N	SM	W	UNSM	"Pickens,SC"	SC	Y	N	N	N	N	Y	N
902429844	XXXXXXX	XXXXXXX	3.84	22	F	NULL	N	HS	W	INDX	"Beaufort,SC"	SC	Y	N	N	N	N	Y	Y
902429830	XXXXXXX	XXXXXXX	3.79	23	M	NULL	N	EN	W	PAE	"Cass,MI"	MI	N	Y	N	N	N	Y	Y
902429822	XXXXXXX	XXXXXXX	3.84	24	F	NULL	R	ED	W	CEGB	"Lee,AL"	AL	Y	N	N	N	N	N	Y
902429783	XXXXXXX	XXXXXXX	3.53	19	F	NULL	N	LA	B	PPSY	"Dekalb,GA"	GA	N	N	N	N	N	Y	Y
902429759	XXXXXXX	XXXXXXX	3.64	24	F	O	R	LA	W	PPSY	"Cullman,AL"	AL	Y	N	N	N	N	Y	Y
902429750	XXXXXXX	XXXXXXX	3.84	23	F	NULL	N	BU	W	PREB	"Oconee,GA"	GA	Y	N	N	N	N	Y	Y
902429719	XXXXXXX	XXXXXXX	3.53	23	M	NULL	N	BU	W	0	"Pinellas,FL"	FL	Y	N	N	N	N	Y	N
902429657	XXXXXXX	XXXXXXX	3.65	24	F	NULL	R	LA	W	PATG	"Lauderdale,AL"	AL	Y	N	N	N	N	N	N
902429648	XXXXXXX	XXXXXXX	3.5	21	M	O	N	BU	W	PREB	"Cobb,GA"	GA	Y	N	N	N	N	Y	Y
902429647	XXXXXXX	XXXXXXX	3.59	21	F	NULL	N	ED	W	GCEE	"Douglas,NE"	NE	Y	N	N	N	N	Y	Y
902429641	XXXXXXX	XXXXXXX	4	24	F	P	R	ED	W	GCEE	"Shelby,AL"	AL	Y	N	N	N	N	N	N
902429636	XXXXXXX	XXXXXXX	3.83	23	M	NULL	N	EN	W	PAE	"Polk,FL"	FL	Y	N	N	N	N	Y	N
902429614	XXXXXXX	XXXXXXX	3.57	19	M	NULL	R	BU	B	PREB	"Jefferson,AL"	AL	N	N	Y	N	N	Y	Y
902429605	XXXXXXX	XXXXXXX	4.25	19	F	NULL	N	LA	H	PUBR	"Hillsborough,FL"	FL	N	N	Y	N	Y	Y	Y
902429603	XXXXXXX	XXXXXXX	3.97	23	F	NULL	R	EN	W	PN	"SaintClair,AL"	AL	N	Y	N	N	N	Y	Y
902429600	XXXXXXX	XXXXXXX	4	22	M	NULL	N	LA	W	COMM	"Delaware,PA"	SC	Y	N	N	N	N	Y	N
902429597	XXXXXXX	XXXXXXX	3.63	21	F	NULL	N	AR	B	PARC	"Fulton,GA"	GA	N	N	N	N	N	Y	Y
902429588	XXXXXXX	XXXXXXX	3.56	24	F	NULL	N	LA	W	FLFT	"Orange,FL"	FL	N	N	N	N	N	Y	Y
902429517	XXXXXXX	XXXXXXX	3.63	21	F	NULL	N	LA	B	PPSY	"Clayton,GA"	GA	N	Y	N	N	N	Y	Y
902429433	XXXXXXX	XXXXXXX	3.55	20	F	NULL	N	HS	W	INDX	"Fayette,KY"	KY	N	N	Y	N	N	Y	Y
902429426	XXXXXXX	XXXXXXX	3.8	20	M	NULL	R	EN	W	PAE	"Chilton,AL"	AL	N	Y	N	N	N	N	Y
